,Work_Experience,GPA,Certifications,Skills,Internships,Job_Changes,Networking_Score,Education_High School,Education_Master,Education_PhD,Industry_Finance,Industry_Healthcare,Industry_Retail,Industry_Tech,Location_Chicago,Location_Los Angeles,Location_New York,Location_San Francisco,Salary_at_30
25,1,2.69,1,"['Java', 'Python', 'Excel', 'Marketing']",0,1,0.35,False,False,False,False,False,True,False,False,False,True,False,30000.0
26,8,3.64,1,"['Management', 'R', 'Marketing']",2,2,0.54,False,False,False,True,False,False,False,False,True,False,False,69137.99120788404
27,7,3.78,1,"['Marketing', 'Excel', 'SQL', 'C++']",0,4,0.42,False,False,False,False,False,False,True,False,False,True,False,63605.551089543
28,2,2.89,3,"['Java', 'R']",0,2,0.04,False,False,True,False,True,False,False,False,False,False,False,30000.0
29,7,3.11,1,"['C++', 'SQL', 'Excel', 'R']",1,4,0.78,False,False,True,True,False,False,False,False,False,True,False,56174.13732946103
30,8,3.25,2,"['Excel', 'C++', 'Python', 'R']",2,0,0.72,True,False,False,False,False,False,False,False,False,False,False,72740.0941968431
31,2,3.3,1,"['SQL', 'C++']",1,4,0.41,True,False,False,False,True,False,False,False,False,True,False,31307.03207422416
32,2,3.49,2,"['Excel', 'Management', 'C++', 'Java']",2,0,0.85,False,False,True,False,False,True,False,False,False,False,True,33240.9571292282
33,1,2.56,4,"['Java', 'Marketing', 'Python', 'R']",0,3,0.53,False,False,False,True,False,False,False,False,False,True,False,30000.0
34,7,3.58,3,"['R', 'Python', 'SQL']",0,1,0.07,False,False,False,False,False,True,False,False,False,False,False,47324.908265055725
35,9,2.59,4,"['SQL', 'Management', 'Python', 'Marketing']",2,0,0.26,True,False,False,False,False,True,False,False,False,True,False,82017.90214728299
36,0,3.2,4,"['Excel', 'C++']",1,2,0.46,False,False,True,False,False,True,False,False,False,True,False,32884.78932730295
37,7,3.74,3,"['Management', 'Excel', 'SQL']",2,4,0.1,True,False,False,False,False,False,True,False,False,True,False,58738.53341974861
38,6,3.18,2,"['Python', 'Java']",2,2,0.57,True,False,False,False,False,True,False,False,False,False,False,63759.129633609584
39,6,2.72,2,"['Marketing', 'Python', 'C++']",2,0,0.12,False,True,False,False,False,False,False,False,False,True,False,50786.51086701576
40,2,3.98,2,"['Java', 'Excel', 'Python']",0,2,0.2,False,True,False,False,False,False,False,False,True,False,False,31910.54000659574
41,0,3.83,3,"['Excel', 'Python']",2,4,0.89,False,True,False,False,True,False,False,False,True,False,False,30020.414849419856
42,3,3.66,1,"['Excel', 'C++', 'Java', 'Marketing']",0,1,1.0,False,False,False,False,False,True,False,False,False,False,False,34409.364109270275
43,8,3.12,0,"['Marketing', 'Java']",1,2,0.55,False,False,True,False,False,True,False,False,False,False,True,58047.879827083794
44,4,2.78,1,"['Java', 'Marketing']",0,3,0.62,False,False,True,True,False,False,False,False,True,False,False,30000.0
45,0,3.91,1,"['Management', 'Java', 'R', 'Excel']",1,4,0.8,False,False,True,False,False,False,True,True,False,False,False,30000.0
46,4,3.3,4,"['C++', 'R', 'Marketing']",1,4,0.7,False,False,True,False,True,False,False,False,True,False,False,50022.448156167135
47,7,3.78,0,"['Marketing', 'Java', 'Management']",1,3,0.18,False,True,False,False,False,True,False,True,False,False,False,59827.59453233619
48,7,3.01,2,['Management'],0,0,0.41,False,False,False,True,False,False,False,False,False,False,False,48227.26226965714
49,4,3.0,1,"['Excel', 'SQL']",2,3,0.54,False,False,False,False,False,False,True,False,False,False,True,47380.690555572364
50,8,3.98,3,['Management'],0,0,0.36,False,True,False,False,True,False,False,True,False,False,False,50517.53089964416
51,0,3.28,1,"['Python', 'Marketing']",1,1,0.18,False,False,False,False,True,False,False,True,False,False,False,30000.0
52,3,2.71,2,['Management'],2,0,0.74,False,True,False,False,False,True,False,False,True,False,False,33548.26516444118
53,2,2.83,1,['Python'],0,1,0.2,False,False,True,False,True,False,False,True,False,False,False,30000.0
54,1,3.22,4,"['Excel', 'Java', 'Marketing']",1,1,0.26,False,True,False,True,False,False,False,False,False,False,False,30271.715595896094
55,7,2.56,4,"['Marketing', 'Excel', 'Java']",1,3,0.29,False,False,True,False,True,False,False,False,False,False,False,59550.8977867793
56,6,3.19,1,"['Marketing', 'Excel']",2,1,0.16,False,False,True,False,False,False,False,False,False,False,False,48316.10120673017
57,8,3.13,4,"['C++', 'Excel', 'Python', 'R']",0,0,0.85,True,False,False,True,False,False,False,False,True,False,False,57982.41857313355
58,1,3.67,3,"['R', 'Management', 'C++', 'Marketing']",2,2,0.61,False,True,False,False,False,False,True,False,False,False,True,30000.0
59,3,3.03,0,['Excel'],2,4,0.83,True,False,False,False,False,False,True,False,True,False,False,44712.15971610802
60,5,3.97,1,['C++'],2,4,0.49,False,True,False,False,False,True,False,False,False,False,False,48843.11270603293
61,2,2.77,3,"['Excel', 'Marketing', 'C++']",2,0,0.52,False,True,False,False,False,True,False,False,True,False,False,32953.52203318254
62,7,3.39,3,"['Marketing', 'Excel']",0,2,0.62,True,False,False,False,False,False,False,False,False,False,False,50669.56871454709
63,2,2.63,3,"['SQL', 'Marketing', 'Management', 'Excel']",2,1,0.37,True,False,False,False,False,False,True,False,False,True,False,37142.86680762463
64,1,3.6,2,['Marketing'],1,0,0.5,False,True,False,False,False,False,True,False,False,True,False,30000.0
65,2,3.99,1,['Python'],1,1,0.55,False,False,False,False,False,False,True,True,False,False,False,36449.814043010534
66,5,3.73,1,['Excel'],1,3,0.95,False,False,True,False,False,False,True,False,False,False,True,45976.44119678282
67,1,3.33,1,"['SQL', 'Management']",2,2,0.88,True,False,False,False,True,False,False,False,False,True,False,36102.540151638874
68,7,3.23,0,"['Marketing', 'Excel', 'Management', 'Python']",1,4,0.13,False,False,True,True,False,False,False,False,False,False,False,52280.96457653163
69,0,3.75,3,"['C++', 'Python']",0,0,0.04,False,False,False,True,False,False,False,False,True,False,False,30000.0
70,6,3.9,1,"['Java', 'C++', 'Management', 'SQL']",2,4,0.68,False,False,False,False,False,False,False,False,True,False,False,66142.00877724061
71,1,3.98,4,"['Marketing', 'Excel', 'C++', 'SQL']",2,1,0.05,False,False,False,False,True,False,False,True,False,False,False,30995.725035908836
72,9,3.09,2,"['Python', 'Java']",2,1,0.06,True,False,False,False,False,False,True,False,True,False,False,62940.9385337201
73,5,3.99,0,['R'],0,3,0.16,False,False,False,False,False,False,True,False,False,True,False,45795.58963799005
74,1,2.73,2,['Python'],2,1,0.35,True,False,False,False,False,True,False,False,True,False,False,30000.0
75,1,2.88,3,"['SQL', 'Python', 'Java', 'C++']",2,1,0.43,False,False,False,False,False,True,False,False,False,True,False,30000.0
76,9,2.63,4,"['Excel', 'Java']",1,4,0.52,False,False,True,False,False,False,False,False,False,True,False,77339.89986818438
77,7,2.91,3,['Management'],1,4,0.99,False,False,True,False,False,False,True,False,False,False,True,59968.489606739844
78,1,3.65,1,"['Excel', 'Java', 'Marketing', 'C++']",2,0,0.39,False,True,False,False,False,False,False,True,False,False,False,30393.112126932494
79,6,3.78,2,['Excel'],0,0,0.24,False,False,True,False,True,False,False,False,False,False,False,47490.811858890105
80,2,3.67,4,"['R', 'SQL', 'Excel', 'C++']",1,1,0.58,False,True,False,True,False,False,False,False,False,True,False,31330.05267936261
81,7,3.45,2,"['Java', 'Management']",2,2,0.22,False,False,True,False,False,False,True,True,False,False,False,61146.41209837098
82,6,3.27,0,"['Java', 'Management']",1,0,0.94,True,False,False,False,True,False,False,False,False,False,False,47779.149048844614
83,7,3.56,4,"['Excel', 'Python', 'Management']",1,1,0.26,False,False,True,False,False,False,True,False,True,False,False,53873.29831846744
84,6,3.09,0,['Excel'],0,4,0.99,False,True,False,False,False,True,False,True,False,False,False,45933.51813901624
85,5,3.76,4,"['Java', 'Excel']",2,3,0.42,False,True,False,False,False,False,False,True,False,False,False,46975.80622914136
86,6,3.52,1,"['Excel', 'Marketing', 'SQL']",1,4,0.81,False,False,False,False,False,True,False,True,False,False,False,57555.12441091369
87,4,3.55,2,"['SQL', 'Management', 'Java']",2,4,0.65,True,False,False,True,False,False,False,False,True,False,False,44172.99627777404
88,6,3.3,2,"['Python', 'R', 'Java']",0,3,0.93,False,False,True,False,False,True,False,False,True,False,False,54166.389361475725
89,0,3.83,3,"['Excel', 'Marketing', 'SQL']",0,4,0.63,False,False,False,False,False,False,True,True,False,False,False,30000.0
90,0,2.88,4,['Excel'],1,0,0.58,False,False,True,False,False,True,False,False,False,False,True,30000.0
91,8,3.07,4,"['Java', 'SQL']",0,4,0.65,False,False,True,False,False,False,True,False,False,True,False,58795.5014293059
92,4,3.67,0,"['R', 'Excel']",1,3,0.79,False,False,False,True,False,False,False,False,True,False,False,55498.55414565065
93,4,3.24,4,"['Marketing', 'SQL', 'Python']",2,1,0.9,False,False,False,False,False,True,False,False,False,False,True,50677.337370108755
94,2,3.83,2,['C++'],1,1,0.27,False,False,False,False,False,False,False,False,True,False,False,40266.914763801484
95,4,3.02,4,"['Python', 'Marketing', 'SQL']",1,1,0.2,False,False,False,False,False,False,False,True,False,False,False,47984.68391863395
96,2,3.05,3,"['Java', 'Excel']",0,3,0.03,False,False,False,False,False,False,False,False,False,False,True,30000.0
97,8,3.83,3,"['C++', 'Java', 'Python', 'R']",2,3,0.37,False,False,True,False,False,True,False,False,False,False,False,69354.82318669904
98,8,3.2,2,['SQL'],2,0,0.85,False,False,False,False,False,True,False,False,False,True,False,66159.57890983573
99,5,3.27,2,['R'],1,3,0.07,True,False,False,False,False,True,False,False,False,True,False,54091.0034446622
100,0,3.0,2,"['C++', 'Excel']",2,1,0.54,False,True,False,False,False,False,True,False,True,False,False,30000.0
101,6,2.92,4,['Java'],2,3,0.69,False,False,False,True,False,False,False,False,False,True,False,56243.63626986864
102,6,3.48,4,"['Python', 'SQL', 'Excel']",1,2,0.84,False,False,False,False,False,False,False,False,False,False,False,61418.094182773624
103,9,2.68,1,"['Excel', 'SQL']",1,4,0.58,False,False,True,False,False,False,True,False,False,False,True,70201.57170710126
104,9,3.82,0,"['SQL', 'Excel', 'C++', 'R']",2,0,0.19,False,False,False,False,False,False,False,False,False,False,True,57103.40475547463
105,3,3.67,4,"['Python', 'Excel', 'R', 'SQL']",1,1,0.96,False,False,False,False,False,False,True,True,False,False,False,47660.74672402676
106,7,2.79,1,"['Management', 'SQL', 'Excel', 'Python']",0,1,0.09,False,False,False,False,False,True,False,False,False,False,True,53817.4447810256
107,5,3.54,1,"['Python', 'C++', 'Management', 'Excel']",2,2,0.77,False,False,True,False,False,False,False,False,True,False,False,46492.63674187427
108,3,3.4,3,"['Marketing', 'SQL']",1,0,0.09,False,False,False,False,False,True,False,False,False,False,False,30823.407162077452
109,3,2.78,4,"['Management', 'Excel', 'Python']",2,4,0.14,False,True,False,False,False,False,False,True,False,False,False,47262.362526736695
110,1,2.91,1,"['C++', 'SQL']",2,0,0.9,False,False,True,False,True,False,False,False,True,False,False,30000.0
111,1,3.11,3,"['Excel', 'C++', 'SQL']",0,0,0.75,False,True,False,False,False,False,True,False,True,False,False,30000.0
112,3,3.55,0,"['C++', 'R', 'Java']",0,1,0.37,False,False,True,False,True,False,False,False,True,False,False,34021.36521517038
113,4,3.46,3,"['Python', 'Marketing', 'SQL']",2,3,0.64,False,False,False,False,False,False,True,False,False,True,False,52384.2711836292
114,7,3.3,0,"['Java', 'Python']",0,4,0.46,False,True,False,True,False,False,False,False,True,False,False,53051.96953748039
115,5,3.65,2,['C++'],1,0,0.07,False,False,True,False,False,False,False,False,False,True,False,48632.91314224352
116,3,3.64,2,"['R', 'Management', 'Java']",2,2,0.72,True,False,False,True,False,False,False,False,False,False,True,48658.17621597278
117,6,3.43,3,['C++'],0,1,0.76,False,False,False,True,False,False,False,False,False,True,False,52955.8854558861
118,7,3.68,2,"['Java', 'Python']",2,3,0.88,False,False,True,False,False,False,True,False,True,False,False,74951.63193776352
119,1,3.0,4,"['Python', 'Java', 'C++', 'Excel']",2,3,0.54,True,False,False,False,True,False,False,False,False,False,False,42236.94976713499
120,6,3.82,3,"['C++', 'Python', 'R']",1,1,0.67,False,False,True,False,False,True,False,False,False,False,False,46398.50775054695
121,1,3.42,1,"['R', 'Marketing', 'Python']",1,0,0.44,True,False,False,False,False,False,True,False,False,False,True,30000.0
122,1,3.73,4,"['Java', 'R', 'Management']",1,1,0.32,False,False,False,False,False,True,False,False,True,False,False,30000.0
123,7,3.32,3,"['C++', 'R', 'SQL']",0,3,0.41,False,True,False,True,False,False,False,False,False,True,False,55616.42502637623
124,1,2.83,0,"['Management', 'Marketing']",0,3,0.91,True,False,False,False,False,True,False,False,False,False,False,30000.0
125,8,3.31,2,"['SQL', 'Java', 'C++', 'Marketing']",0,2,0.16,False,False,True,False,True,False,False,True,False,False,False,53138.40800630163
126,0,3.06,2,"['Python', 'SQL', 'C++', 'Excel']",1,2,0.25,False,False,False,False,False,False,True,False,True,False,False,30000.0
127,8,3.55,2,"['R', 'Management', 'C++', 'Marketing']",2,3,0.61,True,False,False,False,True,False,False,False,True,False,False,58755.8547013246
128,0,3.21,3,"['Marketing', 'C++']",1,2,0.12,False,False,True,False,True,False,False,True,False,False,False,30000.0
129,9,3.75,4,"['Excel', 'SQL']",0,2,0.89,False,False,True,False,False,False,True,False,False,False,False,73988.38221240207
130,9,3.52,0,"['Excel', 'C++', 'Marketing']",0,2,0.05,False,False,True,False,True,False,False,True,False,False,False,57548.05356223928
131,1,3.53,2,"['Management', 'C++', 'Excel']",0,3,0.76,True,False,False,False,False,False,False,False,False,False,True,30000.0
132,5,2.83,4,"['Python', 'Marketing']",1,0,0.37,True,False,False,False,False,False,False,False,False,True,False,35788.59144792119
133,5,3.98,1,"['Marketing', 'Java']",0,0,0.05,True,False,False,False,False,False,False,False,False,True,False,35292.22742101154
134,0,3.76,1,['Marketing'],1,4,0.84,False,True,False,False,False,True,False,False,False,False,False,34215.00432628695
135,6,3.68,0,"['Management', 'R', 'C++', 'Marketing']",2,2,0.64,True,False,False,False,True,False,False,True,False,False,False,47175.644572451594
136,7,3.0,2,"['C++', 'Excel', 'Marketing', 'Python']",1,0,0.01,True,False,False,False,False,False,True,False,True,False,False,58913.054067820995
137,1,3.3,1,['C++'],0,4,0.27,True,False,False,False,False,False,True,False,True,False,False,30000.0
138,7,2.71,4,"['SQL', 'C++']",2,1,0.35,False,True,False,False,False,True,False,False,True,False,False,52294.7968379384
139,8,3.31,4,"['Python', 'Java', 'Excel', 'Marketing']",0,2,0.32,True,False,False,False,False,False,True,False,False,False,True,57731.105913679516
140,5,2.72,1,"['SQL', 'C++', 'Management', 'Java']",2,0,0.5,False,False,True,False,False,False,False,False,False,False,True,49805.41484143459
141,4,3.33,2,"['Marketing', 'Java', 'R']",0,0,0.53,True,False,False,False,True,False,False,False,True,False,False,35499.39585125311
142,8,3.47,0,"['Marketing', 'Excel', 'R', 'Management']",1,0,0.4,False,False,True,False,False,False,True,False,False,False,False,57837.034942195714
143,8,3.09,2,"['Java', 'C++', 'Excel', 'SQL']",0,4,0.33,False,False,True,False,False,False,True,False,False,False,True,60278.18461008602
144,0,3.25,3,"['Management', 'SQL', 'Marketing', 'Python']",1,1,0.5,False,False,True,True,False,False,False,False,False,False,True,30000.0
145,2,3.81,1,"['Management', 'SQL', 'C++']",1,2,0.03,False,True,False,True,False,False,False,False,False,True,False,34540.59046303787
146,8,2.66,3,"['Excel', 'Marketing', 'C++']",2,0,0.65,False,True,False,True,False,False,False,False,False,True,False,68037.58970493519
147,1,3.69,1,"['C++', 'R']",1,3,0.61,False,True,False,False,True,False,False,False,False,False,False,30000.0
148,3,2.76,0,"['Management', 'Python']",1,2,0.28,True,False,False,False,False,False,False,False,False,False,True,30000.0
149,3,2.56,2,"['C++', 'SQL', 'Java', 'Management']",1,3,0.18,False,False,True,False,False,False,False,False,False,False,True,42337.19910015416
150,1,2.78,2,"['Python', 'Excel', 'Management', 'R']",2,4,0.07,False,True,False,False,False,False,False,True,False,False,False,30000.0
151,2,3.65,1,['C++'],0,0,0.59,False,True,False,False,True,False,False,False,False,False,False,30000.0
152,2,3.11,4,"['Python', 'SQL', 'C++', 'Management']",0,2,0.57,True,False,False,False,True,False,False,False,False,False,False,30000.0
153,0,3.81,3,"['Management', 'Marketing', 'Excel', 'SQL']",1,2,0.53,False,True,False,True,False,False,False,True,False,False,False,30620.72654283112
154,5,3.29,2,"['Marketing', 'Python', 'Management', 'SQL']",1,0,0.99,True,False,False,False,False,False,True,True,False,False,False,52802.18658588032
155,7,2.53,2,"['SQL', 'C++', 'Management', 'Excel']",0,1,0.53,False,False,False,False,False,True,False,False,False,True,False,47223.17212431334
156,2,3.58,1,['C++'],1,4,0.72,False,True,False,False,False,True,False,False,False,False,False,38738.15089487173
157,4,2.67,4,['Excel'],0,0,0.11,False,False,False,False,False,False,True,False,False,False,False,44886.96068359625
158,0,3.68,3,"['SQL', 'C++', 'Management', 'Excel']",2,2,0.3,True,False,False,True,False,False,False,True,False,False,False,33729.294198303
159,9,2.75,4,['Java'],1,1,0.28,False,False,True,False,False,False,True,False,True,False,False,75011.39018411229
160,6,3.02,4,"['R', 'Excel', 'Management', 'SQL']",1,2,0.58,False,True,False,False,False,False,True,False,True,False,False,58977.44387531402
161,9,3.64,1,"['C++', 'SQL', 'Management']",0,3,0.33,True,False,False,False,False,True,False,False,False,True,False,62671.70090435056
162,0,3.93,4,"['Excel', 'Management', 'Python']",0,2,0.64,False,False,True,True,False,False,False,False,True,False,False,30000.0
163,8,3.06,3,['R'],2,4,0.69,False,False,True,False,True,False,False,False,True,False,False,69613.06555693578
164,7,3.74,0,"['Excel', 'C++']",1,0,0.03,False,False,False,False,False,True,False,False,True,False,False,44579.88347771567
165,6,2.79,0,['Python'],0,2,0.64,True,False,False,False,True,False,False,False,False,False,True,43693.50637740485
166,9,3.71,3,"['Management', 'C++']",2,3,0.12,False,False,True,True,False,False,False,False,False,True,False,77465.59874148801
167,6,3.49,1,['SQL'],0,3,0.47,False,True,False,False,False,False,True,True,False,False,False,41184.64495781253
168,4,2.79,2,"['SQL', 'Management']",0,0,0.73,False,True,False,False,False,False,False,False,True,False,False,30506.65137154291
169,4,2.95,1,['Management'],2,3,0.7,False,False,False,False,False,False,False,False,False,False,True,48602.65302209214
170,4,2.7,3,"['Java', 'C++', 'SQL', 'Excel']",2,0,0.3,False,False,True,True,False,False,False,False,True,False,False,39749.13537658263
171,0,3.07,4,['SQL'],2,4,0.27,True,False,False,False,False,False,False,False,False,False,True,30000.0
172,7,2.81,0,"['Excel', 'Java', 'Python']",2,0,0.44,False,True,False,False,True,False,False,False,False,True,False,51643.3292182978
173,0,3.47,4,"['C++', 'Management', 'R']",2,1,0.19,False,False,True,False,False,False,False,False,True,False,False,30000.0
174,3,3.99,1,"['Excel', 'Java']",2,3,0.97,False,False,True,True,False,False,False,False,False,False,True,42574.57761754333
175,8,2.52,3,"['Excel', 'R']",1,3,0.34,False,False,False,True,False,False,False,False,False,False,False,65208.53013240742
176,8,3.31,0,"['Excel', 'C++', 'Java']",2,2,0.92,False,True,False,False,True,False,False,False,False,False,False,57624.02215604202
177,4,3.36,3,['R'],1,1,0.91,False,True,False,False,False,False,False,False,False,False,True,46924.92707429797
178,3,3.87,0,"['R', 'Python', 'Java', 'SQL']",0,2,0.36,True,False,False,False,False,False,False,False,True,False,False,30435.137526937815
179,2,3.26,0,['C++'],0,0,0.25,False,True,False,False,False,False,True,False,True,False,False,30000.0
180,2,3.32,0,"['Excel', 'Management', 'SQL', 'C++']",2,4,0.77,True,False,False,False,False,True,False,False,False,True,False,30000.0
181,4,3.21,1,"['C++', 'Excel']",0,3,0.23,False,True,False,True,False,False,False,False,False,True,False,33856.755559299956
182,9,2.9,3,"['Marketing', 'Management', 'C++']",2,4,0.52,False,False,False,False,False,False,True,True,False,False,False,72958.84595518615
183,0,2.58,2,"['R', 'C++', 'Excel']",2,0,0.11,False,True,False,True,False,False,False,False,False,True,False,30000.0
184,4,3.11,2,['Java'],1,0,0.39,True,False,False,False,False,False,True,False,True,False,False,48181.9825270625
185,5,2.58,2,"['Management', 'C++', 'Marketing', 'Java']",0,1,0.08,True,False,False,False,False,True,False,True,False,False,False,42409.7419436951
186,6,3.33,3,"['R', 'Python', 'Management', 'SQL']",2,2,0.28,False,False,False,False,False,False,True,False,False,True,False,57535.77600316708
187,8,2.96,4,"['Marketing', 'Excel']",0,3,0.67,False,True,False,True,False,False,False,False,False,False,True,71597.37396140189
188,2,3.3,3,"['Java', 'SQL', 'C++']",1,3,0.99,False,True,False,False,False,False,False,False,False,False,False,37800.88776728383
189,1,2.7,0,"['Python', 'Java', 'Excel']",0,4,0.25,False,False,False,True,False,False,False,False,False,True,False,30000.0
190,2,3.9,4,['Management'],1,1,0.47,False,True,False,False,True,False,False,False,False,True,False,42556.36395031058
191,8,3.84,0,"['Marketing', 'Java', 'Excel', 'Management']",1,0,0.45,False,True,False,False,True,False,False,False,False,False,True,55390.611046787686
192,6,2.78,0,"['Marketing', 'C++', 'Python', 'R']",1,1,0.18,True,False,False,False,True,False,False,False,True,False,False,52899.775878666456
193,8,3.02,3,"['Management', 'Marketing', 'R']",2,3,0.61,False,True,False,False,True,False,False,False,False,False,True,70174.6765745334
194,1,3.42,2,"['Java', 'R']",2,2,0.72,False,True,False,False,False,True,False,False,False,True,False,42984.844880308694
195,4,2.64,4,"['Marketing', 'Java', 'C++']",0,4,0.15,False,False,False,False,False,False,False,False,True,False,False,42635.91127141653
196,3,3.03,1,"['C++', 'R', 'Java']",2,0,0.76,False,False,False,False,False,False,False,True,False,False,False,34360.35070244682
197,1,2.88,2,"['R', 'Marketing', 'Management']",2,0,0.7,False,False,True,True,False,False,False,False,False,True,False,30000.0
198,8,3.87,1,"['Java', 'SQL', 'Excel']",0,0,0.2,True,False,False,False,False,False,True,False,False,False,True,53431.2827263353
199,8,3.78,3,['Management'],1,2,0.65,False,True,False,True,False,False,False,True,False,False,False,64183.52528985167
200,5,3.37,4,"['Excel', 'R', 'Java']",1,3,0.39,False,True,False,True,False,False,False,False,False,False,False,58086.94278479347
201,5,3.28,3,"['Management', 'Excel']",0,3,0.68,False,False,True,True,False,False,False,True,False,False,False,49135.12877724874
202,7,3.9,1,"['Java', 'R', 'Marketing', 'C++']",2,1,0.5,False,True,False,True,False,False,False,False,False,False,True,50629.886637187956
203,5,3.9,0,"['Excel', 'C++', 'Marketing']",0,1,0.05,True,False,False,False,False,False,False,True,False,False,False,39165.02157935844
204,0,3.95,3,"['Management', 'SQL', 'Excel']",0,3,0.79,False,False,True,False,False,False,True,False,False,False,True,30000.0
205,3,2.69,4,"['Python', 'R', 'Java']",2,0,0.56,True,False,False,True,False,False,False,False,False,True,False,38206.96189415495
206,6,2.74,3,"['Java', 'Python']",0,2,0.72,False,False,True,False,False,False,False,False,True,False,False,53317.960109921354
207,1,3.52,2,['Java'],2,3,0.13,False,False,True,True,False,False,False,False,False,False,False,30000.0
208,8,3.31,3,"['Marketing', 'Python']",2,2,0.72,False,False,False,False,True,False,False,False,True,False,False,71858.82683688283
209,7,2.53,1,['Java'],0,4,0.41,True,False,False,True,False,False,False,False,True,False,False,54744.89469341611
210,7,2.59,3,"['Marketing', 'Management', 'SQL', 'Excel']",1,0,0.8,False,True,False,True,False,False,False,False,True,False,False,59494.51428199536
211,6,3.83,4,['Java'],2,4,0.6,False,True,False,False,False,True,False,False,False,False,True,56795.72048114968
212,3,3.8,3,"['Excel', 'C++', 'Python', 'Management']",1,3,0.35,True,False,False,False,True,False,False,False,False,False,True,51295.08364071156
213,1,3.04,3,"['Excel', 'Java', 'R', 'Python']",2,1,0.2,False,True,False,False,False,False,True,False,False,False,False,30000.0
214,2,3.84,4,"['SQL', 'C++']",1,3,0.82,False,True,False,True,False,False,False,False,False,False,True,40936.45411592455
215,5,3.39,3,"['Excel', 'Marketing', 'Python']",0,4,0.56,True,False,False,False,False,False,True,False,False,False,True,44177.833243255984
216,4,3.71,4,"['Management', 'C++', 'Java', 'Marketing']",2,2,0.99,False,False,True,False,True,False,False,False,False,False,True,56031.69080830063
217,7,3.14,1,"['Marketing', 'SQL', 'Java', 'Management']",0,3,0.37,True,False,False,True,False,False,False,False,False,False,True,53072.02862403654
218,5,2.67,4,"['Python', 'Java', 'R']",0,1,0.69,False,False,True,False,False,True,False,False,False,True,False,46686.16957689896
219,5,3.15,1,['Management'],0,4,0.62,False,True,False,False,False,False,False,False,False,False,False,52998.86391968926
220,0,3.19,1,"['Java', 'R']",2,3,0.64,False,True,False,False,False,True,False,False,False,False,True,30232.479585885583
